id,foodName,ingredient,amount,time,level,recipe
425,참깨죽,"불린쌀,참깨,소금",1인분,60분 이내,아무나,"['1. 불린쌀 준비하시구요~', '2. 참깨를 준비해주세요~', '3. 믹서에 불린쌀과 참깨를 넣어 주세요~', '4. 물을 넣고 휘잉~ 갈아주심 되네요~ 물의양은 한컵정도 넣고 갈아주시고 냄비에 앉힐때 물을 한컵정도 더 부어주심 되네요~', '5. 냄비에 부어주시고요~ 은근하게 끓여주세요~', '6. 쌀이 눌어붙지 않도록 저으면서 끓여주셔야해요~소금간을 조금 해주시면 되는데 죽이니까 너무 간을 세게 하지마시고 슴슴하게 해주세요~ 은근하게 끓여주심 끝~ 차암 쉽죠잉..']"
426,참나물,"참나물 1팩,굵은 소금 약간,국간장 1숟가락,다진파 1숟가락,다진마늘 0.5숟가락,참기름 1숟가락,구운소금 약간",4인분,20분 이내,아무나,"['1. 참나물(1팩=한묶음=300g)을 깨끗히 씻어 준비하고 3등분 하고', '2. 굵은소금 약간 넣은 끓는물에 참나물(10줌) 넣어 10초 동안 데치고', '3. 찬물에 헹궈 물기 꼭 짜고, (10줌이 1줌되는 허무한 순간)', '4. 국간장(1), 다진파(1), 다진마늘(0.5), 깨(0.5), 참기름(1) 뿌려 무치고 마무리. 모자라는 간은 구운소금(0.3)으로 하세요.. ^^']"
427,참치구이,"두부 1모,참치캔 1캔(150g),배추김치 2/3컵,양파 1/2개,대파 1/2대,참기름,통깨,다진마늘 1숟갈,설탕 1/2숟갈,고춧가루 1숟갈,간장 2숟갈,생강술 2숟갈,고추장 2숟갈,물 1컵,후춧가루",3인분,30분 이내,초급,"['1. 양념재료를 섞어미리 양념장을 만들어 둡니다.', '2. 달군팬에 오일을 약간 둘러준후 채썬 양파와 송송 썬 김치를 넣고 달달 볶아줍니다.', '3. 볶은 김치와 양파위에 도톰하게 썬 두부를 가지런히 올려줍니다.', '4. 미리 만들어둔 양념장을 두부위에 골고루 끼얹어주세요.', '5. 중불에서 양념이 끓기 시작하면 뚜껑을 덮어 약불에서 끓여줍니다.', '6. 마지막에 기름뺀 참치캔을 올려주고 송송썬 대파를 넣어주세요.', '7. 양념장을 끼얹어가며 2분정도 더 조려주면 완성. 마지막에 참기름조금과 통깨를 뿌려냅니다.']"
428,참치덮밥,"두부 1모,참치캔 1캔(150g),배추김치 2/3컵,양파 1/2개,대파 1/2대,참기름,통깨,다진마늘 1숟갈,설탕 1/2숟갈,고춧가루 1숟갈,간장 2숟갈,생강술 2숟갈,고추장 2숟갈,물 1컵,후춧가루",3인분,30분 이내,초급,"['1. 양념재료를 섞어미리 양념장을 만들어 둡니다.', '2. 달군팬에 오일을 약간 둘러준후 채썬 양파와 송송 썬 김치를 넣고 달달 볶아줍니다.', '3. 볶은 김치와 양파위에 도톰하게 썬 두부를 가지런히 올려줍니다.', '4. 미리 만들어둔 양념장을 두부위에 골고루 끼얹어주세요.', '5. 중불에서 양념이 끓기 시작하면 뚜껑을 덮어 약불에서 끓여줍니다.', '6. 마지막에 기름뺀 참치캔을 올려주고 송송썬 대파를 넣어주세요.', '7. 양념장을 끼얹어가며 2분정도 더 조려주면 완성. 마지막에 참기름조금과 통깨를 뿌려냅니다.']"
429,참치덮밥,"두부 1모,참치캔 1캔(150g),배추김치 2/3컵,양파 1/2개,대파 1/2대,참기름,통깨,다진마늘 1숟갈,설탕 1/2숟갈,고춧가루 1숟갈,간장 2숟갈,생강술 2숟갈,고추장 2숟갈,물 1컵,후춧가루",3인분,30분 이내,초급,"['1. 양념재료를 섞어미리 양념장을 만들어 둡니다.', '2. 달군팬에 오일을 약간 둘러준후 채썬 양파와 송송 썬 김치를 넣고 달달 볶아줍니다.', '3. 볶은 김치와 양파위에 도톰하게 썬 두부를 가지런히 올려줍니다.', '4. 미리 만들어둔 양념장을 두부위에 골고루 끼얹어주세요.', '5. 중불에서 양념이 끓기 시작하면 뚜껑을 덮어 약불에서 끓여줍니다.', '6. 마지막에 기름뺀 참치캔을 올려주고 송송썬 대파를 넣어주세요.', '7. 양념장을 끼얹어가며 2분정도 더 조려주면 완성. 마지막에 참기름조금과 통깨를 뿌려냅니다.']"
430,참치마요네즈삼각김밥,"햄,당근,양파,애호박,달걀2개,참치 1캔,마요네즈,김가루",1인분,30분 이내,아무나,"['1. 먼저 볶음밥을 만들거에요. 너무 크게썰면 밥뭉칠때 자꾸 튀어나오더라구요. 씹히는맛이 아예없음 또안되니 일반 볶음밥할때보다 약간 작게작게 썰어주시고, 한꺼번에 달달 볶아주세요~', '2. 볶아진 야채는 한쪽으로 몰아놓고, 반틈에 스크램블~ 밥넣어 볶아 볶음밥 완성했어요. 참치에도 약간 짠맛이잇고 김가루를 조미김으로 만들거라 따로 간은 아무것도 안햇어요.', '3. 참치는 기름을 빼서 준비해준뒤~ 마요네즈 뿌직뿌직해서 섞어주세요.', '4. 김가루는 일반 조미김 이용해서~ 봉지에 김담고 조물딱조물딱 해주면 김가루 완성!', '5. 밥을 잘 뭉쳐서~ 중간부분을 살짝 파이게 만들어준뒤, 참치마요를 넣고~ 그위를 다시 밥으로 덮어 조물조물 주먹밥모양을 만들어주면 됩니다.', '6. 김가루위에서 또르르~ 굴려준다음 손으로 한번더 꾹꾹 눌러주세요! 김가루는 많이 묻힐수록 맛나니깐여~ 주먹밥에 잘붙도록 굴리고 꼭꼭 눌러주고 굴리고 꼭꼭 눌러주고를 2번씩 반복하면 완성!']"
431,참치볶음밥,"밥 1.5공기,참치캔 1/2캔,달걀 2알,상추 3장,양파 작은거 1/2개,당근 1/5개,다진 대파 2줌,기름 3T,굴소스 1T,간장 1T,소금 약간",2인분,15분 이내,아무나,"['1. 분량의 재료를 준비해주세요. 참치는 체에 걸러 기름을 빼주고, 상추는 채썰어주세요. 양파와 당근은 작은 크기로 썰어주세요.', '2. 달걀 2알은 소금 한꼬집을 넣어 잘 풀어주세요.', '3. 팬에 기름 살짝 두르고 약불에서 달걀물을 부어 스크럼블 에그를 만들어 주세요. 완성된 스크럼블 에그는 접시에 덜어놓아 주세요.', '4. 스크럼블 에그를 만든 팬에 기름 3T 두르고 다진파 2줌 넣어 약불에서 파향을 내주세요.', '5. 파가 노릇해지기 시작하면 센불로 올린 후, 양파와 당근을 넣어 약 1분간 볶아주세요.', '6. 그 다음 체에 기름을 뺀 참치를 넣어 약 1분간 볶아주세요.', '7. 그 다음 밥 1.5공기를 넣어 잘 섞어주세요.', '8. 그 다음 굴소스 1.5T를 넣어 섞어주고', '9. 팬 가장자리로 간장 1T를 부어 불맛을 입혀 주세요.', '10. 아까 만들어 놓은 스크럼블 에그를 넣어 함께 섞어주세요.', '11. 마지막으로 상추를 넣어 한번 더 섞고 부족한 간은 소금으로 맞춰주세요. 취향에 따라 참기름을 살짝 넣으셔도 좋아요.']"
432,참치죽,"밥 1공기,자투리채소(다양하게) 1컵,참치 1캔(210g),김가루 약간,부순 참깨 약간,국간장 1큰술,소금 약간,참기름 1큰술",2인분,30분 이내,아무나,"['1. 냄비에 밥과 물(5컵)을 붓고 저어가며 센 불에서 끓인다.', '2. 참치의 기름기를 제거한다.', '3. 끓기 시작하면 중간 불로 줄여 10분간 더 끓인 뒤 참치를 넣고 끓인다.', '4. 걸쭉한 농도가 나면 다진 자투리채소를 넣고 끓인다.', '5. 다시 한 번 끓어오르면 국간장, 소금으로 간 한다.', '6. 그릇에 담고 고명을 올려 마무리.']"
433,참치회덮밥,"밥 1공기,달걀 2개,참치 1캔,마요네즈 2T,다진양파 1T,양파 1/2개,맛술 2T,간장 2T,올리고당 2T,쪽파 2줄기,김가루 약간",1인분,30분 이내,아무나,"['1. 양파 1/2개는 얇게 채썰고, 다진 양파 1T도 준비해주세요.', '2. 다진 양파 1T, 마요네즈 2T, 참치 1캔을 넣고 골고루 섞어서 참치마요를 만들어주세요.', '3. 팬에 간장 2T, 올리고당 2T, 맛술 2T를 넣고 끓인 후, 보글보글 끓어 오르면 양파를 넣어주세요. 양파가 투명해지면 불에서 내려주세요.', '4. 팬에 기름을 살짝 두른 후, 달걀 2개를 넣고 젓가락을 사용해서 스크램블을 만들어주세요.', '5. 그릇에 밥 한 공기를 넣고 그 위에 달걀 스크램블을 올려주세요.', '6. 스크램블 위에 양파와 참치마요, 파를 올려주세요.', '7. 마요네즈도 뿌리고 김가루까지 올려서 완성했어요.']"
434,채소전,"애호박 1개,깻잎 1묶음,당근 조금,작은양파 1개,계란 3개,부침가루 4큰술,올리브유",5인분,10분 이내,아무나,"['1. 애호박 어슷 썰어 채 썰어 주세요', '2. 당근,양파,깻잎 채 썰어 주고요', '3. 준비한 야채 볼에 담고 계란 3개 탁~ 깨 넣어주세요', '4. 부침가루 4 큰 술~ 넣어', '5. 버무려 주세요 (작은 양은 물 없이 계란으로 반죽해요)', '6. 달군 팬에 기름을 적당히 두르고 1 숟가락씩 떠 올려', '7. 노릇하게 구워 접시에 담아내면 완성']"
435,채소튀김,"고구마 1/2개,단호박 1/12개,깻잎 3장,잣 5알,계란 1개,밀가루 1/2컵,간장 1큰술,설탕 1/2큰술,식초 1큰술",1인분,30분 이내,초급,"['1. 깻잎은 꼭지를 떼고 찬물에 담궈 주세요.', '2. 고구마는 0.3cm 두께로 3개의 링으로 썰어주시고 단호박도 0.3cm두께로 3개를 썰어요.', '3. 잣은 다져주시고 초간장을 미리 만들어놔주세요.', '4. 달걀 1개를 풀어주시고 밀가루 1/2컵과 섞어주세요.', '5. 3가지 채소를 밀가루 - 반죽순으로 묻혀주시고 튀김기름에 튀겨주세요.', '6. 3가지 채소튀김과 초간장을 곁들여 완성시켜요.']"
436,청경채나물,"청경채 2봉지,소금 1T,참기름 1T,통깨 적당히,다진마늘 1T",3인분,10분 이내,아무나,"['1. 청경채 밑둥을 자르고 청경채를 깨끗하게 씻어 주세요', '2. 끓는 물에 굵은 소금을 넣고 청경체를 넣어주세요', '3. 20~30초 정도만 삶아 주시면 될것 같아요 줄기 부분이 부드러워질 정도?', '4. 데친 청경채는 찬물에 헹구어 주시고 물기를 빼주세요', '5. 물기를 짜서 볼에 담고  소금,다진마늘,참기름,통깨를 넣고 조물조물 해주세요', '6. 10분만에 뚝딱 만든 청경채 나물요리 청경채에 비타민 c가 많고  수분이 많다고 하니 많이 먹어야겠어요']"
437,청국장찌개,"청국장 200g,신김치약간 150~200g,무 1/5조각,두부 1/2개,애호박 1/5개,대파 1/2개,청양고추 1개,홍고추 1개,다진마늘 1큰술,멸치육수 4컵(800ml)",3인분,60분 이내,아무나,"['1. 무는 나박썰기, 애호박은 반달썰기 대파와 청양고추는 송송썰어 준비합니다', '2. 김치는 속을 털어 먹기 좋은 크기로 잘라주세요.', '3. 멸치육수 4컵과 무를 함께 팔팔 끓여주세요. 팔팔 끓이다가 끓으면 중불로 줄여 무가 투명하게 익도록 해주세요.', '4. 무가 투명해지면 김치를 넣고 끓여주세요.', '5. 그동안 두부는 작은 크기로 깍둑설기 해주세요. (이렇게 하면 비벼 먹기 너무 좋아요!)', '6. 김치가 부드럽게 익으면 깍둑 선 두부를 넣어 끓이다가', '7. 청국장을 잘게 떼어 듬성듬성 넣어주세요.', '8. 끓으면서 국물이 걸쭉해지면 다진마늘 한클술과', '9. 송송떤 대파, 홍고추, 청고추를 넣고 팔팔 끓여주세요. 보글보글 끓으면 청국장 완성!']"
438,청포묵무침,"청포묵 320g,대파 잎 조금,김가루 조금,맛소금 1/2작은스푼,들기름 1스푼,통깨 1스푼",2인분,15분 이내,아무나,"['1. 시중에 파는 청포묵팩 320g 을 준비하세요', '2. 세로로 반으로 자르고 가로로 다시반으로 갈라서 3등분으로  길게 자르시고요 다시 깍두기모양으로 6등분 해주세요', '3. 냄비에 물을 끓여주시고요  물이 펄펄 끓는상태에서 잘라놓은 청포묵을 넣어주세요', '4. 1~2분 정도로 데쳐내시면 두부처럼 하얗던게 없어지고  맑고 투명하게 색이 나오면 다 된거예요', '5. 채반에 건져내시고 찬물에 열기를 빼세요  물기를 빼주세요 *저는 채반에 바로 그냥 붓고 물을 틀어서 바로 위에 뿌려서 열기를 빼주었어요 이러면 덜부셔지더라고요ㅎ', '6. 청포묵에 물기가 빠지는 동안 대파의 초록잎 부분으로  조금만 잘게 썰어주세요', '7. 조미김 한팩을 뜯어서 위생봉투에 넣고 부셔주세요 김가루가 있으시면 그걸 넣어주셔도 되요 청포묵에 다진파를 넣고 김가루를 넣어주세요', '8. 통깨는 갈아서 한스푼을 넣어주시고요 맛소금 작은반스푼을 넣어주세요 간장으로 간을 해주셔도 되세요', '9. 들기름은 한스푼/참기름은 반스푼만 넣어주세요', '10. 손으로 아기다루듯이 살살 아래위로 섞어주세요', '11. 몰랑몰랑 하면서도 맛있는 아이들이 좋아하는 청포묵무침  완성입니다']"
439,초당순두부,"초당 순두부 1kg,양파 1/4개,애호박 1/3개,무우 한입크기 8조각,양배추 2줌,새우 8마리,맛살 2개,양송이버섯 3개,대파 조금,미나리 조금,청양고추 1개,다진마늘 2큰술,고춧가루 5큰술,간장 3큰술,멸치액젓 1큰술",4인분,30분 이내,초급,"['1. 시판에 나오는 초당순두부를 준비합니다. (다른 뭉쳐있는 순두부와 다르게 몽글몽글함이 일품이에요! 홈플러스에서 마감임박세일로 저렴하게 사왔어요)', '2. 송송설은 대파와 다진마늘 두큰술을 기름에 볶아줍니다.', '3. 고춧가루 세큰술을 넣고 함께 볶아줍니다.', '4. 준비된 재료 (양파 1/4개, 애호박 1/3개, 양송이버섯 3개, 무우 8조각, 새우 8마리, 맛살 2개) 를 먹기좋게 썰어 전부 넣고 함께 볶아줍니다. 볶을때 간장 3큰술 넣었어요.', '5. 살짝 익었을때 초당순두부를 그대로 부어 주세요.물 250ml 도 넣어주었어요. 멸치액젓 한큰술 넣어줍니다.(멸치액젓이 맛을 살려줍니다)', '6. 팔팔 끓이며 맛을 한번 보고 고춧가루나 간장이 더 필요하면 추가해주세요. (저는 얼큰하게 먹으려고 마지막에 고춧가루 두큰술 더 넣었어요. 맛보며 조절해주세요!) 마지막에 미나리 조금 올려서 살짝 더 끓여주면 완성입니다.']"
440,추어탕,"자연산논미꾸라지 1kg,가을 풋배추 1~2단,대파 3대,마늘 5쪽,풋고추 2개,청양고추 2개,홍고추 1개,된장 2큰술,국간장 2큰술,제피가루 적당량,다진파 1큰술,된장 1큰술,간장 3큰술",6인분 이상,60분 이내,고급,"['1. 미꾸라지는 비닐봉지에 굵은소금을 넣고 봉하여 한동안 놔두면 서로 비비면서 해감을 토하고 미끄러운 진이 거품처럼 빠집니다. 봉지에서 꺼내어 진이 없을 때까지 여러 번 씻어주세요.', '2. 큰 찜통에다 담고 미꾸라지를 푹 삶아서 식힌 후 미꾸라지 건지만 건져서 구멍 송송 난 채반에서 나무 주걱으로 으깨어 국물에 담가 가시를 걸러 냅니다.', '3. 배추는 팔팔 끓는 물에 살짝 데쳐서 찬물에 헹구고 대파랑 된장 1큰술 , 간장 3큰술 넣어 무칩니다.', '4. 걸러낸 미꾸라지 국물을 큰 냄비에 붓고 양념한 배추와 대파를 넣어 오래 푹 끓여서 다진 마늘, 국간장, 소금으로 간을 맞춘 후 5분간 더 끓이다가 제피가루, 풋고추, 홍고추 다짐을 넣고 마무리합니다.']"
441,충무김밥,"오징어 몸통 1마리,오징어 다리 2마리,오뎅 4장,단무지(중간크기) 1/2개,파 작은뿌리 1개,고추장 1큰술,고춧가루 2큰술,매실액 2큰술,간장 1큰술,올리고당 1큰술,설탕 1큰술,고춧가루 2큰술,까나리액젓 1/2큰술,참기름 1/2큰술,파 조금",3인분,60분 이내,중급,"['1. 오뎅을 큼직하게 6등분해 주세요.', '2. 팬에 앞뒤로 노릇노릇 한번 볶아 주세요. 이미 기름에 튀긴거라 따로 기름은 넣지 않았어요~', '3. 단무지는 자유롭게 잘라 주세요.', '4. 오징어는 끓는 물에 데쳐 준비해 주세요.', '5. 양념장을 만들어 주세요.', '6. 오징어랑 오뎅, 파만 넣고 양념에 버무려 주세요. 단무지는 따로 무칠거에요~', '7. 단무지는 고춧가루 2, 까나리액젓 1/2, 참기름 1/2, 파 약간만 넣어서 버무려 주세요.', '8. 고슬고슬하게 지어진 밥에 참기름 약간 두르고 통깨나 깨소금을 넣고 소금도 약간 넣어 주세요. 반으로 자른 김 위에 밥을 잘 펴서 돌돌 말아 주시면 됩니다.', '9. 돌돌 말은 김밥에 참기름 한 번 쓱 발라 주시고, 통깨 살살 뿌려서 썰어 주면 완성!']"
442,취나물,"취나물,파 1/2개,된장 1.5,깨소금 1,다진마늘 1,참기름 1,간장 4큰술",3인분,15분 이내,초급,"['1. 취나물을 끓는 물에 데쳐 물기를 꽉 짜서 제거한다. 그리고 한입 크기로 썰어준다.', '2. 파 1/2개(파머리부분)를 다져준다.', '3. 된장 1.5, 마늘 1, 깨소금 1, 참기름 1스푼을 넣고 무친다. (계량은 밥숟가락) 그리고나서 간장 4큰술을 넣고 살짝 비벼준다.', '4. 달궈진 후라이팬에 센불로 1분 볶다가 약불로 4분 볶는다.']"
443,치커리겉절이,"치커리,당근,양파,멸치액젓 3큰술,생수 4큰술,고춧가루 2큰술,깨소금 약간,참기름 약간,설탕 약간",2인분,10분 이내,초급,"['1. 치커리 적당양 준비합니다.', '2. 당근과 양파를 채썰어 준비합니다.', '3. 멸치액젖 3큰술, 생수또는 육수 4큰술, 고추가루 2큰술, 깨소금, 참기름, 설탕 또는 물엿 약간 넣고 겉절이 양념을 만들어줍니다.', '4. 넓은볼에 모든 재료를 담아주세요.', '5. 살살 버무려 주시면 됩니다.', '6. 치커리무침 완성.']"
444,치킨,"생닭 1마리(600g),맥주 1캔,튀김가루 1컵,카레가루 1스푼,허브솔트 1스푼,다진마늘 2스푼,식용유 1스푼",2인분,60분 이내,아무나,"['1. 생닭을 준비, 분술물 및 잡내를 없애기 위해 캔맥주 1개를 따서 생닭에 부어주고 20분간 기다립니다.', '2. 맥주에 담궈둔 생닭은 20분 뒤에 찬물에 한번 씻어주고 물기를 뺀 다음, 분량의 양념을 넣어주세요.', '3. 비닐장갑끼고 잘 버무려주고요~ 숙성을 위해서 20분간 그대로 둡니다.', '4. 비닐팩에 튀김가루 1컵을 넣어줍니다.', '5. 양념에 버무려놓은 생닭을 튀김가루가 들어있는 비닐팩 안에 같이 넣어주고요~', '6. 한손으로는 비닐팩 입구를 잡고 한손으로는 튀김가루가 골고루 입혀지게 툭툭 치면서 흔들어 줍니다.', '7. 간단하게 튀김가루 입히기 완성!!', '8. 튀김가루를 입히고 난 후에는 붓을 이용해 식용유를 전체적으로 한번 더 발라주세요. 이렇게 해야 튀김옷이 바삭해지고 치킨도 더 맛나게 만들어져요.', '9. 이제 에어프라이어를 준비하고 튀김기 아래 분리되는 통, 즉 기름이 빠지는 곳에는 종이호일을 깔아주세요.', '10. 양념 후 기름을 바른 생닭을 모두 넣어줍니다. 그리고 180도에서 15분간 돌려주세요. 15분이 지나면 닭을 한번 뒤집고 다시 한번 더 15분간 돌려주고요~', '11. 총30분이 지나면 노릇노릇하게 잘 익은 바삭하면서도 촉촉한 치킨이 완성됩니다.']"
445,치킨가스,"닭가슴살 250g,양배추 1/8개,계란 1개,밀가루 1/2컵,빵가루 1컵,마요네즈 6T,식초 2T,설탕 2/3T,다진양파 2T,후추 약간",3인분,30분 이내,중급,"['1. 닭 가슴살 특유의 냄새를 잡기 위해 우유에 10분 정도 적셔주세요.', '2. 키친타월로 우유를 한 번 닦아내 후, 0.5cm 간격으로  길쭉길쭉하게 잘라주세요.', '3. 이제 양면에 소금과 후추를 약간  뿌려 밑간해주세요.', '4. 밑간까지 끝내셨으면 이제 튀길 준비를 해볼까요~', '5. 가장 먼저 밀가루를 묻히고, 다음 소금을 살짝 넣은 계란물, 마지막으로 빵가루를 묻혀주시기만  하면 튀김 준비는 이걸로 끝.', '6. 200도 온도에 중불에 2분 30초 정도 튀겨주세요.', '7. 튀겨준 치킨까스는 키친타월 위에 올려 기름기를 빼주면 더 맛있겠죠.', '8. 마무리로 밑에 재료를넣어 소스를 만들어 주시기만 하면 오늘의 요리 끝.']"
446,치킨데리야끼,"닭다리살 2팩,올리브유 1T,청주 또는 소주 2T,소금 약간,후추 약간,파슬리가루 약간,피클 4-5개,굴소스 1T,미림 또는 소주 1T,물엿 또는 올리고당 1T,설탕 1T,다진마늘 1T,간장 1/2t,물 1T,후추 약간",3인분,60분 이내,아무나,"['1. 닭다리살은 깨끗이 씻은 후 청주 또는 소주 2T와 소금 약간, 후추 약간을 넣고 10-15분정도 밑간을 해두세요. 닭다리살 잡내 잡는 과정입니다.', '2. 양념장 분량대로 양념장을 만들어주세요. 양념장 맛을 보시고 취향껏 더 추가해주세요.', '3. 닭다리살에 양념장을 붓고 20정도 다시 재워두세요.', '4. 후라이팬에 올이브유 1T를 넣고 재워둔 닭다리살만 구워주신 후 닭다리살이 거의 다 익었을때 양념장을 넣고 완전히 익혀주세요', '5. 접시에 담아서 파슬리 가루를 솔솔 뿌려주고 피클을 올리면 끝']"
447,치킨크림리조또,"쌀 200g,버섯 100g,닭가슴살 통조림 1캔,양파 1/4개,마늘 3톨,화이트 와인 1/2컵,해물 육수 4컵,생크림 1컵,버터 2큰술,소금 약간,후춧가루 약간",2인분,,초급,"['1. 이탈리아에서는 치킨 육수를 사용한다고 하는데, 우리나라 가정에서 치킨 육수를 만들기는 힘들지요. 그래서 전 해물 육수를 만들었습니다. 요즘 이렇게 티백 형태로 된 해물 육수 티백을 판매하더라고요. 없으시면 그냥 다시마 육수를 내셔서 만드셔도 됩니다.', '2. 쌀은 30분 정도 불려서 사용했습니다. 그냥 사용하면 쌀알 익히는데 시간이 오래 걸리는 것 같더라고요.', '3. 버섯은 먹기 좋은 크기로 떼어 주거나 잘라 주세요. 닭고기는 시판 통살 닭가슴살을 이용했습니다.', '4. 양파와 마늘은 다져 주시고 통살 닭가슴살은 결대로 찢어 주세요.', '5. 해물 육수와 생크림, 화이트 와인을 준비해 주세요.', '6. 달군 팬에 버터를 넣고 다진 마늘과 양파를 넣고 양파가 투명해질 때까지 볶아 주세요.', '7. 씻어 둔 쌀을 넣고 볶다가', '8. 화이트 와인을 넣고 졸여 주세요. 이 때 와인의 알코올이 다 날아갈 때까지 끓여 주세요.', '9. 해물 육수를 조금씩 넣어 가면서 쌀알이 익을 때까지 끓여 주세요. 반드시 알코올을 다 날려 주셔야 합니다.', '10. 쌀알이 어느 정도 익으면 생크림과 버섯을 넣고 걸쭉한 느낌이 있을 때까지 조려 주시면 됩니다. 간은 소금으로 맞춰 주시고 후춧가루는 되도록이면 흰 후춧가루를 사용하세요.', '11. 마지막으로 통살 닭가슴살을 넣고 잘 섞은 후 접시에 담아 주세요.', '12. 접시에 담아주면 완성!']"
448,카레라이스,"돼지고기 150g,감자(중) 2개,양파(대) 1개,당근(대) 1/3개,식용유 2큰술,카레 100g,물 6~700ml",2인분,30분 이내,초급,"['1. 고기와 야채는 한입크기로 적당히 썰어줍니다.', '2. 팬에 기름을 두르고 양파를 살짝 볶아주세요.', '3. 고기를 같이 볶아주다가 하얗게 변하면', '4. 감자와 당근을 넣고 볶아줍니다.', '5. 분량의 물을 넣고 야채가 익을때까지 끓여주세요', '6. 야채가 다 익으면 카레를 넣고 잘 저어가며 끓여줍니다.', '7. 눌지않게 저으면서 한소끔 끓여주시면 완성입니다.']"
449,칼국수,"칼국수 면 2인분 300g,멸치 다시마 육수 9컵,달걀 1개,쪽파 2대,다진 마늘 0.5스푼,국간장 1스푼,멸치 액젓 1스푼,소금 적당히,후춧가루 적당히,김가루,고춧가루,간깨",2인분,60분 이내,아무나,"['1. 멸치 다시마 육수를 넉넉하게 끓여 주세요. 대략 8~9컵 정도 준비해 주심 된답니다. 저는 육수 티백을 사용했어요.  * 함께 넣을 쪽파 2대는 송송 썰어 준비하고, 달걀 1개는 풀어주세요.', '2. 육수가 완성돼 끓기 시작하면 준비해 놓은 칼국수 면을 넣어주고 젓가락을 이용해 저어가며 면을 익혀주세요.', '3. 면이 어느 정도 익으면 국간장 1, 멸치 액젓 1, 다진 마늘 0.5를 넣어 간을 하고 썰어 놓은 대파를 넣고, 국물 맛을 보고 부족한 간은 소금으로 해주세요.  그리고 풀어 놓은 달걀 1을 전체적으로 둘러주고', '4. 달걀이 익으면 취향에 따라 후춧가루를 더해 마무리해줍니다', '5. 칼국수를 그릇에 담고 김가루, 간 깨, 고춧가루를 얹어 주면 완성']"
450,캘리포니아롤,"김밥김 2 장,밥(공기) 2 개,아보카도 1/2 개,안심크랩 6 개,마요네즈 2 큰술,식초 1 큰술,설탕 1/2 큰술,소금후춧가루 1/4 큰술,소금후춧가루 1/4 큰술,크레송 30g,검은깨 큰술",2인분,60분 이내,고급,"['1. 아보카도는 씨를 제거한 뒤 0.3cm 두께로 썰고 크레송은 물기를 제거한다.', '2. 게맛살은 결대로 찢은 뒤 마요네즈와 소금, 후춧가루를 넣어 버무린다.', '3. 내열용기에 식초 1큰술과 설탕 1/2큰술, 소금 1/4큰술을 넣고 전자레인지에 20초 정도 완전히 녹인다. 따뜻한 밥에 넣고 고루 섞는다.', '4. 김발에 랩을 씌운 뒤 김을 깔고 그 위에 밥을 올려 김이 위를 향하도록 뒤집어 김 위에 게맛살과 아보카도, 크레송을 얹는다. 랩째 돌돌 말아 롤을 완성한다.']"
451,코다리조림,"잘 말린 코다리 2마리,홍고추 2개,고추가루 2큰술,진간장 2큰술,설탕 2큰술,다진파 1큰술,다진마늘 1큰술,생강 조금,후춧가루 1작은술,물엿 1큰술,청주 1큰술,참기름,통깨 약간,올리브유 적당량,물 1/2컵",4인분,30분 이내,아무나,"['1. 잘 말려진 코다리를 소금물에 씻은 후 가위로 꼬리와 머리.지느러미를 손질해 준 후 먹기 좋은 크기로 잘라준비합니다.* 애들이 있다면 반 갈라 뼈를 발라서 준비..저희집은 어른들이라 통째로...', '2. 홍고추 -굵게 다져 준비..', '3. 넓은 볼에 코다리를 넣고 아래 조림 양념장을 만들어 골고루 뒤적인 후 30분 정도 재워둡니다.양념장 만들기 :고추가루 2큰술 .진간장 2큰술 .설탕 1큰술 .후추가루 1작은술.다진 파/ 마늘 1큰술 .생강 조금.청주 (맛술&소주 )1큰술', '4. 팬을 달구 어 올리브유를 두르고 재워 둔 코다리를 넣고 겉살이 살짝 익을정도로 볶아준 다음 물 1/2컵을 넣고 센불에서 한소끔 끓인 다음약한불로 낮추어 코다리살이 부서지지 않게 조심히 양념장을 끼 얹어 가며 응근히 졸여 줍니다.', '5. 양념장이 1/2로 줄어 들면 다진 홍 고추 .참기름과 통깨 .물엿1작은술을 넣고한번 뒤적인 다음 1분정도 졸이고그릇에 담아냅니다...']"
